Timestamp,Total_Steps,Imitation_Status,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-08-17 05:24:32,2000,Adaptive_Transition,75.495903,0.031155,1.000557,391.483412,0.011870,3914.834119
