Timestamp,Total_Steps,Imitation_Status,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-08-17 03:23:41,12000,Adaptive_Transition,0.000016,0.875564,0.838826,430.006806,0.017883,25800.408365
