Timestamp,Total_Steps,Imitation_Status,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-08-17 03:16:50,12000,Adaptive_Transition,0.002543,0.008671,0.405886,676.080618,0.066209,40564.837080
