Timestamp,Total_Steps,Imitation_Status,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-08-17 03:09:09,12000,Adaptive_Transition,0.000086,0.185517,0.988782,490.502426,0.017909,29430.145579
