Timestamp,Total_Steps,Imitation_Status,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-08-17 04:08:18,12000,Adaptive_Transition,0.000014,-0.147177,0.153323,444.168899,0.677642,26650.133927
