Timestamp,Total_Steps,Imitation_Status,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-08-17 04:04:32,12000,Adaptive_Transition,0.000045,-0.031886,0.152683,397.520290,0.632187,23851.217372
