Timestamp,Total_Steps,Imitation_Status,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-08-17 03:28:24,12000,Adaptive_Transition,0.017053,0.001287,0.380667,672.966864,0.096272,40378.011841
