Timestamp,Total_Steps,Imitation_Status,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-08-17 05:09:41,12000,Adaptive_Transition,26.155803,0.143847,1.000000,626.233928,0.008581,37574.035680
2026-08-17 05:20:54,2000,Adaptive_Transition,29.009541,0.121682,1.000034,587.533889,0.012379,5875.338894
