Timestamp,Total_Steps,Fitness_Score,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-07-24 01:01:35,12000,49.2511,0.000722,0.044511,0.224241,492.344271,0.748977,29540.656241
2026-07-24 01:07:06,12000,39.2110,16.421422,-0.181182,0.000000,419.518889,0.925502,25171.133370
2026-07-24 01:13:02,12000,47.5362,0.000582,0.056576,0.591251,504.603438,0.739547,30276.206252
