Timestamp,Total_Steps,Fitness_Score,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-07-24 01:33:23,12000,17.3743,21.942263,-0.006017,0.000000,560.560107,0.735081,33633.606438
2026-07-24 01:35:15,12000,15.4703,20.389880,-0.027402,0.000000,520.901278,0.734617,31254.076702
2026-07-24 01:36:48,12000,8.9406,0.004076,0.010066,0.258165,628.815191,0.705068,37728.911455
