Timestamp,Total_Steps,Fitness_Score,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-07-24 16:33:55,12000,49.2511,0.001224,0.015388,0.810427,577.356437,0.159177,34641.386210
2026-07-24 16:35:31,12000,47.5362,0.000036,0.422959,0.736895,462.764731,0.003955,27765.883886
2026-07-24 16:58:52,12000,47.5362,0.000036,0.422959,0.736895,462.764731,0.003955,27765.883886
2026-07-24 17:00:10,12000,39.2110,0.000991,0.012702,0.495007,385.704648,0.727927,23142.278889
