Timestamp,Total_Steps,Fitness_Score,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-07-24 03:05:06,12000,43.3641,0.000328,0.042394,0.591319,426.560050,0.778487,25593.603014
2026-07-24 03:06:34,12000,32.2600,6.096140,-0.009892,0.000000,311.475696,0.841132,18688.541768
2026-07-24 03:07:49,12000,46.6690,0.005908,0.002199,0.133422,398.325352,0.872660,23899.521113
