Timestamp,Total_Steps,Fitness_Score,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-07-24 01:16:18,12000,47.3036,0.000999,0.032156,0.443997,492.640412,0.153811,29558.424708
2026-07-24 01:17:21,12000,38.0789,0.000179,0.145891,0.736761,401.313757,0.269644,24078.825415
2026-07-24 01:19:05,12000,39.0237,17.005950,-0.013057,0.000000,434.451866,0.814971,26067.111936
