Timestamp,Total_Steps,Fitness_Score,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-07-24 00:14:06,12000,39.0237,0.004496,0.008575,0.678937,591.002082,0.001480,35460.124896
2026-07-24 00:15:14,12000,47.3036,0.073141,0.000615,0.102745,689.763158,0.198744,41385.789457
2026-07-24 00:16:19,12000,38.0789,19.322403,-0.009133,0.000000,493.630391,0.473450,29617.823434
