Timestamp,Total_Steps,Fitness_Score,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-07-24 02:36:19,12000,38.0789,0.000022,0.634743,0.839232,422.462481,0.089510,25347.748868
2026-07-24 02:37:24,12000,38.0789,0.000022,0.614420,0.826816,421.704484,0.053706,25302.269025
2026-07-24 02:38:41,12000,38.0789,0.000018,0.804189,0.889331,441.408260,0.013749,26484.495596
