Timestamp,Total_Steps,Fitness_Score,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-07-24 00:21:49,12000,43.3641,0.013089,0.002831,0.051065,568.020265,0.175521,34081.215923
2026-07-24 00:23:59,12000,32.2600,0.000807,0.035943,0.953226,444.377348,0.002896,26662.640870
2026-07-24 00:25:07,12000,46.6690,0.002790,0.012745,0.461200,544.948094,0.223158,32696.885630
