Timestamp,Total_Steps,Fitness_Score,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-07-24 03:34:24,12000,30.7053,0.046550,0.036308,0.587323,542.002355,0.921243,32520.141273
2026-07-24 03:36:03,12000,31.2479,0.027339,0.058741,0.291992,515.005774,0.389100,30900.346442
