time,stamp,node,new_parameters,changed_parameters,deleted_parameters
2026/01/30 15:27:02.88464247,"{'secs': 1769761622, 'nsecs': 88060929}",/stick_insect_node,"[{'name': 'use_sim_time', 'value': {'type': 1, 'bool_value': False, 'integer_value': 0, 'double_value': 0.0, 'string_value': '', 'byte_array_value': [], 'bool_array_value': [], 'integer_array_value': [], 'double_array_value': [], 'string_array_value': []}}]",[],[]
