Timestamp,Total_Steps,Fitness_Score,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-07-24 00:03:06,12000,30.7053,22.321775,-0.007821,0.000000,570.255517,0.223522,34215.331025
2026-07-24 00:04:24,12000,31.2479,24.728269,-0.001924,0.000000,631.734342,0.193697,37904.060499
2026-07-24 00:06:33,12000,37.7523,0.001182,0.032154,0.610263,582.809944,0.094936,34968.596660
