Timestamp,Total_Steps,Fitness_Score,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-07-24 02:24:49,12000,23.8845,0.015287,0.001413,0.430692,662.125001,0.813606,39727.500087
2026-07-24 02:26:58,12000,24.4271,0.064581,0.000334,0.273896,660.832998,0.803285,39649.979879
2026-07-24 02:28:11,12000,23.7149,13.051186,-0.000721,0.000000,666.836316,0.794400,40010.178968
