Timestamp,Total_Steps,Fitness_Score,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-07-24 18:37:06,12000,23.8845,2.411057,0.000794,0.112543,608.149110,0.118270,36488.946607
2026-07-24 18:52:47,12000,23.7149,3.859826,0.000536,0.259567,662.297984,0.089749,39737.879029
2026-07-24 19:10:13,12000,23.8845,1.470551,0.001391,0.620381,656.694422,0.752250,39401.665309
