Timestamp,Total_Steps,Fitness_Score,Cost_of_Transport,Average_Speed_m_s,Path_Straightness,Average_Power_W,Stability_Index,Total_Energy_J
2026-07-24 03:45:42,12000,39.0237,0.050212,0.029927,0.643496,481.907334,1.001952,28914.440056
2026-07-24 03:47:09,12000,47.3036,0.100468,0.019335,0.523575,622.955881,1.268129,37377.352862
2026-07-24 03:48:27,12000,38.0789,0.056938,0.023917,0.704503,436.718224,0.321710,26203.093414
